filename,passed_next_stage
cv_0227.txt,1
cv_0228.txt,0
cv_0229.txt,0
cv_0230.txt,0
cv_0231.txt,0
cv_0232.txt,0
cv_0233.txt,0
cv_0234.txt,0
cv_0235.txt,0
cv_0236.txt,0
cv_0237.txt,0
cv_0238.txt,1
cv_0239.txt,0
cv_0240.txt,0
cv_0241.txt,0
cv_0242.txt,0
cv_0243.txt,0
cv_0244.txt,0
cv_0245.txt,1
cv_0246.txt,0
cv_0247.txt,0
cv_0248.txt,0
cv_0249.txt,1
cv_0250.txt,0
cv_0251.txt,0
cv_0252.txt,0
cv_0253.txt,0
cv_0254.txt,0
cv_0255.txt,1
cv_0256.txt,0
cv_0257.txt,0
cv_0258.txt,1
cv_0259.txt,0
cv_0260.txt,0
cv_0261.txt,0
cv_0262.txt,0
cv_0263.txt,0
cv_0264.txt,0
cv_0265.txt,0
cv_0266.txt,0
cv_0267.txt,1
cv_0268.txt,1
cv_0269.txt,0
cv_0270.txt,1
cv_0271.txt,0
cv_0272.txt,1
cv_0273.txt,0
cv_0274.txt,0
cv_0275.txt,0
cv_0276.txt,0
cv_0277.txt,0
cv_0278.txt,0
cv_0279.txt,1
cv_0280.txt,0
cv_0281.txt,0
cv_0282.txt,0
cv_0283.txt,0
cv_0284.txt,0
cv_0285.txt,0
cv_0286.txt,0
cv_0287.txt,1
cv_0288.txt,0
cv_0289.txt,0
cv_0290.txt,1
cv_0291.txt,0
cv_0292.txt,0
cv_0293.txt,0
cv_0294.txt,0
cv_0295.txt,1
cv_0296.txt,0
cv_0297.txt,0
cv_0298.txt,0
cv_0299.txt,0
cv_0300.txt,0
cv_0301.txt,0
cv_0302.txt,0
cv_0303.txt,0
cv_0304.txt,0
cv_0305.txt,0
cv_0306.txt,0
cv_0307.txt,0
cv_0308.txt,0
cv_0309.txt,0
cv_0310.txt,0
cv_0311.txt,0
cv_0312.txt,0
cv_0313.txt,0
cv_0314.txt,0
cv_0315.txt,0
cv_0316.txt,0
cv_0317.txt,0
cv_0318.txt,0
cv_0319.txt,0
cv_0320.txt,0
cv_0321.txt,1
cv_0322.txt,0
cv_0323.txt,0
cv_0324.txt,0
cv_0325.txt,0
cv_0326.txt,0
cv_0327.txt,0
cv_0328.txt,0
cv_0329.txt,0
cv_0330.txt,0
cv_0331.txt,0
cv_0332.txt,0
cv_0333.txt,0
cv_0334.txt,0
cv_0335.txt,0
cv_0336.txt,0
cv_0337.txt,1
cv_0338.txt,1
cv_0339.txt,0
cv_0340.txt,0
cv_0341.txt,0
cv_0342.txt,0
cv_0343.txt,0
cv_0344.txt,0
cv_0345.txt,0
cv_0346.txt,0
cv_0347.txt,0
cv_0348.txt,0
cv_0349.txt,0
cv_0350.txt,0
cv_0351.txt,0
cv_0352.txt,1
cv_0353.txt,1
cv_0354.txt,1
cv_0355.txt,0
cv_0356.txt,0
cv_0357.txt,1
cv_0358.txt,0
cv_0359.txt,1
cv_0360.txt,0
cv_0361.txt,0
cv_0362.txt,0
cv_0363.txt,0
cv_0364.txt,0
cv_0365.txt,0
cv_0366.txt,0
cv_0367.txt,0
cv_0368.txt,1
cv_0369.txt,0
cv_0370.txt,0
cv_0371.txt,0
cv_0372.txt,1
cv_0373.txt,1
cv_0374.txt,0
cv_0375.txt,0
cv_0376.txt,0
cv_0377.txt,1
cv_0378.txt,0
cv_0379.txt,0
cv_0380.txt,1
cv_0381.txt,0
cv_0382.txt,0
cv_0383.txt,1
cv_0384.txt,1
cv_0385.txt,0
cv_0386.txt,1
cv_0387.txt,0
cv_0388.txt,0
cv_0389.txt,1
cv_0390.txt,0
cv_0391.txt,0
cv_0392.txt,0
cv_0393.txt,0
cv_0394.txt,1
cv_0395.txt,1
cv_0396.txt,0
cv_0397.txt,0
cv_0398.txt,0
cv_0399.txt,0
cv_0400.txt,0
cv_0401.txt,0
cv_0402.txt,0
cv_0403.txt,1
cv_0404.txt,0
cv_0405.txt,0
cv_0406.txt,0
cv_0407.txt,0
cv_0408.txt,0
cv_0409.txt,1
cv_0410.txt,0
cv_0411.txt,0
cv_0412.txt,0
cv_0413.txt,0
cv_0414.txt,0
cv_0415.txt,0
cv_0416.txt,0
cv_0417.txt,0
cv_0418.txt,0
cv_0419.txt,0
cv_0420.txt,0
cv_0421.txt,0
cv_0422.txt,0
cv_0423.txt,0
cv_0424.txt,0
cv_0425.txt,1
cv_0426.txt,0
cv_0427.txt,1
cv_0428.txt,0
cv_0429.txt,0
cv_0430.txt,0
cv_0431.txt,0
cv_0432.txt,0
cv_0433.txt,0
cv_0434.txt,0
cv_0435.txt,0
cv_0436.txt,0
cv_0437.txt,1
cv_0438.txt,0
cv_0439.txt,0
cv_0440.txt,1
cv_0441.txt,1
cv_0442.txt,0
cv_0443.txt,0
cv_0444.txt,0
cv_0445.txt,0
cv_0446.txt,0
cv_0447.txt,0
cv_0448.txt,0
cv_0449.txt,0
cv_0450.txt,0
cv_0451.txt,0
cv_0452.txt,0
cv_0453.txt,0
cv_0454.txt,0
cv_0455.txt,0
cv_0456.txt,0
cv_0457.txt,0
cv_0458.txt,0
cv_0459.txt,0
cv_0460.txt,0
cv_0461.txt,0
cv_0462.txt,0
cv_0463.txt,0
cv_0464.txt,0
cv_0465.txt,1
cv_0466.txt,0
cv_0467.txt,0
cv_0468.txt,0
cv_0469.txt,0
cv_0470.txt,0
cv_0471.txt,0
cv_0472.txt,0
cv_0473.txt,0
cv_0474.txt,0
cv_0475.txt,0
cv_0476.txt,0
cv_0477.txt,0
cv_0478.txt,0
cv_0479.txt,0
cv_0480.txt,0
cv_0481.txt,0
cv_0482.txt,1
cv_0483.txt,0
cv_0484.txt,0
cv_0485.txt,0
cv_0486.txt,0
cv_0487.txt,1
cv_0488.txt,0
cv_0489.txt,0
cv_0490.txt,0
cv_0491.txt,0
cv_0492.txt,1
cv_0493.txt,0
cv_0494.txt,0
cv_0495.txt,0
cv_0496.txt,0
cv_0497.txt,0
cv_0498.txt,0
cv_0499.txt,0
cv_0500.txt,0
